id,ad_creative_body,pred_theme_sbert,gt_theme,moral_foundation,pred_theme_llms
2.6669E+15,"Hello fellow Jamaicans, on Thursday, Nov. 10th’s Let's Connect virtual townhall, we will be joined by a United States official to discuss the new travel requirements effective November 8, 2021.
  - All non-immigrant, non-citizen air travelers to the United States will be required to be fully vaccinated and to provide proof of vaccination status prior to boarding an airplane to the United States. Exceptions to this policy will be extremely limited:- children under 18, people medically unable to receive the vaccine, and emergency travelers who do not have timely access to a vaccine.
  - U.S. citizens and Legal Permanent Residents (LPRs) who are eligible to travel but are not fully vaccinated will need to provide proof of a negative COVID-19 test one (1) day before their flight’s departure. U.S. citizens and LPRs who are fully vaccinated will need to present airlines with proof of vaccination and of a negative COVID-19 test three (3) days before their flight.
  Looking forward to seeing you on Thursday evening at 7pm.",VaccineMandate,VaccineMandate,none,VaccineMandate
333749948231853,Sydney man who got four COVID-19 vaccine jabs despite being ineligible defends his actions,VaccineEquity,VaccineRollout,none,VaccineStatus
1.24537E+15,"Immunize Nevada is hosting a COVID-19 vaccine clinic for those 12+ with the Janssen, Moderna and Pfizer COVID-19 vaccines. The flu vaccine for those under 65 will also be available
  
 

  For those receiving their COVID-19 vaccine at this clinic, the date of the second dose clinic will be Thursday, October 21 |10am-3pm, same location
  
 

  12+ COVID-19 and Flu Clinic | No appointment necessary",EncourageVaccination,EncourageVaccination,none,EncourageVaccination
1.25832E+15,"Should our students be required to get the COVID-19 vaccine and wear a mask in school?
  
 

  Let us know what you think →",MaskMandate,VaccineMandate,none,VaccineMandate
177530130992345,Texas Breaking: Texas man who declined COVID-19 vaccine speaks out after undergoing double lung transplant. Stay on top of this incident and other local breaking news with News Break.,VaccineRefusalNews,VaccineRefusalNews,none,VaccineRefusalNews
1.0264E+15,"We have vaccine appointment slots only for Hartford residents -- and you can sign up to schedule yourself, your family, or anyone else who lives in Hartford. Fill out the form to volunteer here: https://bit.ly/2O7r5V3
  
 

  We will conduct short, bilingual trainings via Zoom and then give you access to the appointment slots -- all you need is a phone, tablet, or computer with internet.",CovidPlan,VaccineRollout,none,VaccineRollout
222768736556229,"Immunize Nevada, in partnership with Accent on Sahara Apartments, is hosting a COVID-19 vaccine clinic for those 12+ with the Janssen, Moderna and Pfizer COVID-19 vaccines.
  
 

  Accent on Sahara Apartments | 12+ COVID-19 Vaccine Clinic | No appointment necessary",EncourageVaccination,EncourageVaccination,none,EncourageVaccination
798078110870270,"Florida Governor Ron Desantis has fought back on mask mandates, on vaccine mandates at hospitals — rejecting virtually every measure to keep his constituents safe.",MaskMandate,VaccineMandate,authority/subversion,GovDistrust
925503868305069,"Come get your free COVID vaccine this Saturday, May 1st at Bob Price Park! No appointment needed. And stay for our Cinco de Mayo celebration, with FREE food, live music, and entertainment for the whole family!",EncourageVaccination,EncourageVaccination,none,EncourageVaccination
278806047136231,"All Texas adults are now eligible for #COVID19 vaccination. Start by calling your doctor's office to see if they have vaccine. You can also learn about our appointment opportunities through email, text message, voice call, or mobile app push notification by registering for the HoustonRecovers subscription of AlertHouston at AlertHouston.org. Visit HoustonEmergency.org/covid19 or call 832-393-4220 for more information. #HouNews #TakeYourBestShot",VaccineStatus,VaccineRollout,none,VaccineRollout
979552326213253,"From clinical trials to population surveillance, here are some of the multilevel mechanisms that scientists and regulators use to ensure vaccine safety—including the safety of COVID-19 vaccines. #VaccinesWork",VaccineDevelopment,VaccineDevelopment,none,VaccineDevelopment
570178464276338,The Santa Barbara Unified School Board narrowly escaped litigation over its vaccine mandate after a demand letter lead the Santa Barbara Unified School District (SBUSD) to amend its accommodation offer.,VaccineReligion,VaccineMandate,none,VaccineMandate
287329963098197,"The vaccine passport would give the government capabilities similar to China’s social credit system, a monitoring system that operates through local governments. China’s social credit system tracks the behavior of people and businesses, rating citizens and national and international businesses with a point system that increases or decreases based on obedience to the government. If a citizen or business does not behave as the government mandates, they will be blacklisted. In the US, cancel culture and blacklists led by Hollywood elites, media, and those they hire to torch the good name of any person or business that does not align to their bigotry are presently operating in unforeseen ways. They’re unified to the newly espoused fascist system previously foreign in the US. China’s social credit system does the same; it blacklists any person or business that does not align to their order. Vaccine passports, if enacted, will have the capability to trace citizens parallel to the Communist’s regime. 
  #vaccinepassport #vaccine #cancelculture #blacklisting #BLACKLISTED #blacklist #Democrats #democratsdestroyamerica #DemocratsAreCorrupt #TheEnemyWithin #COVID19 #covidlockdowns #MasksDontWork #masks",VaccineMandate,VaccineMandate,liberty/oppression,VaccineMandate
192612049660502,"Sociopolitical issues 
  
 

  2015 Arthur Ashe Courage Award controversy 
  In June 2015, ESPN's announcement of Caitlyn Jenner, formerly Bruce Jenner, as the recipient of that year's Arthur Ashe Courage Award, one of its annual ESPY Awards, led to significant criticism among online commenters[122] and some members of the media, with Bob Costas calling the decision to give Jenner the award a ""crass exploitation play"".[123] Most of the critics of the Jenner award considered Lauren Hill, who played college basketball despite suffering from a brain tumor that would claim her life only a few months later, a more worthy recipient. Others cited Noah Galloway, an Iraq War double amputee who competes in extreme sports and was also a finalist in the spring 2015 season of Dancing with the Stars, as a worthy candidate.[122]
  
 

  Robert Lee controversy 
  
 

  ESPN made the decision to remove Robert Lee from the broadcast team calling the University of Virginia home opener against College of William and Mary on September 2, 2017 because he shares the same name as Confederate General Robert E. Lee. Robert Lee, who is not related to the confederate general, is of Asian American heritage. The decision was made in the aftermath of the Unite the Right rally in Charlottesville, Virginia which protested the removal of a statue of Robert E. Lee. ESPN was widely criticized for the move.[124]
  
 

  Jemele Hill tweets about President Trump 
  
 

  On September 11, 2017, SportsCenter anchor Jemele Hill made a series of tweets critical of President Donald Trump, including describing him as a ""white supremacist.""[125][126] ESPN issued a statement saying Hill's comments ""do not represent the position of ESPN. We have addressed this with Jemele and she recognizes her actions were inappropriate.""[127] Hill later clarified that she stood by her comments as representative of her personal beliefs. ""My regret is that my comments and the public way I made them painted ESPN in an unfair light"", she added.[128] Some criticized Hill's comments,[129][130][131] including White House press secretary Sarah Huckabee Sanders, who called them ""a fireable offense by ESPN"";[132] Trump criticized the network and demanded an apology.[128] Others voiced support for Hill[133][134] and criticized ESPN[135] and the White House's responses, arguing that Hill's comments were accurate[136][137][138] and that a White House official suggesting Hill be fired infringed on the First Amendment.[139]
  
 

  Coverage of the Hong Kong protests 
  
 

  On October 8, 2019, in the wake of Chinese boycotts of the NBA after Houston Rockets general manager Daryl Morey made a Twitter post in support of the 2019–20 Hong Kong protests,[140][141] it was reported that ESPN's senior news director Chuck Salituro had issued an internal memo directing on-air personalities to not discuss political aspects of the controversy unrelated to their effects on sport, as per prior directives discouraging ""pure politics"".[142][143] On October 10, ESPN faced criticism for displaying a map of China during a SportsCenter report that included Taiwan and the Nine-Dash Line.[144]
  
 

  Doug Adler lawsuit 
  
 

  Former tennis player and ESPN commentator Doug Adler was fired after making an allegedly racist comment about Venus Williams on-air. In January 2017, during the broadcast of the Australian Open match, Adler commented '""Venus is all over her. And you'll see Venus move in and put the guerrilla effect on, charging.""[145] ESPN insisted that Adler used not the word he claimed he said, namely guerrilla, but rather gorilla to describe Williams, who is African-American. Adler apologized for the remark after being told by his superiors to apologize on air, so that he could keep his job, but was fired by ESPN the next day.[146] In February 2017, Adler filed a lawsuit against ESPN for wrongful termination.[147]
  
 

  On-air promotion of Disney+ 
  
 

  In November 2019, ESPN's owner The Walt Disney Company launched the streaming service called Disney+. ESPN was soon accused of hurting its journalistic integrity with its promotion[148][149] of Disney+. For example, there was a Simpsons-themed SportsCenter ""Top 10"" to star NFL reporter Adam Schefter tweeting that Disney+ ""will change lives."" Writing in Slate, Laura Wagner[150] said that the ""tongue bath"" for Disney+ ""represents a new inflection point in ESPN's decline from journalistic institution to entertainment company"". Wagner added ""This clumsy marketing blitz is an embarrassing exercise that turns ostensible reporters into stooges. It's also a stark example of just how flimsy ESPN's editorial vision has become."" Meanwhile, Kelly McBride of the nonprofit journalism organization the Poynter Institute in an interview with The Washington Post[151] said ""You're turning the journalist into a salesperson and asking them to upsell the product. That's not the relationship you want the journalist to have with the audience member. You want that relationship to be about trust in the journalist's expertise.""
  
 

  Accusations of a racist culture behind the scenes 
  
 

  In July 2020, New York Times writer Kevin Draper spoke[152] with more than two dozen current and former ESPN employees, who ""described a company that projected a diverse outward face, but did not have enough Black executives, especially ones with real decision-making power. They said the company did not provide meaningful career paths for Black employees behind the camera and made decisions based on assumptions that its average viewer is an older white man, in spite of its audience trends.""
  
 

  Accusations of political bias 
  
 

  Republican political leaders including Donald Trump[153] and Fox News anchor Tucker Carlson have accused ESPN incorporating their political bias into sports news. A 2017 survey of 1,423 adults found that 30 percent of respondents believed that ESPN was politically biased, of which 63 percent said it is a liberal bias, while 30 percent said it has a conservative bias, and 7 did not categorize it.[154]
  
 

  Sage Steele
  
 

  Sage Steele called people out this week over a lack of response to DeSean Jackson’s antisemitic comments.
  
 

  In Steele’s estimation, Jackson’s recent Instagram rant was not met with the same level of disapproval as Drew Brees’ relatively harmless remarks about not kneeling for the National Anthem.
  
 

  In a social media post on Friday, Steele noted that Jackson’s actions were “undeniably worse” than Brees’. Moreover, she said that the “lack of outrage” over what Jackson said was extremely frustrating to her.
  
 

  “Frustrating to see the lack of outrage for what Desean said, which was undeniably worse than what Brees said” she wrote.
  
 

  “Are we all in on holding ppl accountable for insensitive remarks? Or only when it’s convenient for us?”
  
 

  Steele did not limit her criticism to social media. On Thursday’s SportsCenter, she pointed out that many of the athletes who often say that “silence is compliance” when it comes to matters impacting African Americans are oddly quiet in this instance.
  
 

  Renowned ESPN host Sage Steele found herself at the center of multiple controversies this week.
  
 

  Initially, Steele was pulled off the air on Monday after appearing on Jay Cutler’s podcast and making provocative statements regarding ESPN’s COVID-19 vaccine policy, former president Barack Obama and female reporters.
  
 

  Specifically Steele described her company’s COVID-19 mandate as “sick and scary.”
  
 

  “I respect everyone’s decision,” she said. “I really do. But to mandate it is sick, and it’s scary to me in many ways. But I have a job, a job that I love and, frankly, a job that I need.”
  
 

  Steele then went on to question why President Obama identified as black.
  
 

  “Well, congratulations to the President, that’s his thing,” said Steele. “I think that’s fascinating considering his Black dad is nowhere to be found, but his white mom and grandma raised him, but OK. You do you. I’m gonna do me.”
  
 

  Steele also addressed the topic of female journalists dressing “inappropriately” – something that an SEC reporter landed in hot water for not long ago.
  
 

  “When you dress like that, I’m not saying you deserve the gross comments, but you know what you’re doing when you’re putting that outfit on, too,” she said.
  
 

  For obvious reasons, many called on ESPN to fire Steele for her comments.
  
 

  According to Carlos Greer of the New York Post, however, that is not going to happen.
  
 

  Steele’s punishment will end “sometime next week,” a source familiar with the situation told Page Six. At that point, she will be permitted to return to SportsCenter.
  
 

  “A day hasn’t been set yet,” the source continued. “She’ll be back on-air sometime next week.”
  
 

  This isn’t Steele’s first dance with controversy. She famously took a very strong stance in relation to one NFL player’s offensive commentary – something that didn’t win her too many friends within ESPN.
  
 

  She was also famously bullied by two of her colleagues, with nothing much coming from the incident.
  
 

  A lot of folks seemed to be hoping that Steele’s time at ESPN would end as a result of this most recent blow-up – but that doesn’t seem to be in the cards.",AdvocatingUnifiedLiberties,VaccineMandate,liberty/oppression,UrgentPoliticalAdvocacy
269173221794132,"⛔ Florida’s Republican governor, Ron DeSantis, has prioritized advancing his political ambitions over saving people’s lives. Florida’s health crisis is intensifying, with over 50,000 people in the state dead from COVID, deaths climbing each day, and the state’s hospitals overwhelmed. 
  
 

  Meanwhile, DeSantis sticks to bans on mask and vaccine mandates and downplaying vaccines’ effectiveness to score right-wing political points. But recent polls show more and more Floridians oppose DeSantis’ actions. Keep the pressure on: Tell DeSantis not to gamble with people’s lives for his political ambitions. Click here to sign via SMS the petition pressing DeSantis to institute mask mandates and other public health safeguards and help save lives.",VaccineMandate,UrgentPoliticalAdvocacy,authority/subversion,UrgentPoliticalAdvocacy
510298000215331,"You will not want to miss a second vaccine event happening on June 26th at the Joe & Vi Jacobs Center at 404 Euclid Avenue starting at 10:00 a.m. Be one of the first 100 people to get a FREE VACCINE and get FREE TACOS!
  
 

  Join us after for Jazz at the Creek starting at 1:00 p.m featuring Men 4 Christ, Darryl Williams, and more!",CovidPlan,EncourageVaccination,none,EncourageVaccination
168656318622588,"I want to encourage anyone who is not already vaccinated against COVID-19 to consult with your doctor and consider getting vaccinated to protect yourself and your loved ones.
  
 

  The best way to combat the spread of the COVID-19 variants is by receiving a vaccine.
  
 

  For information on how to get vaccinated in central Arkansas visit https://www.healthy.arkansas.gov/programs-services/topics/covid-19-vaccination-plan.",EncourageVaccination,EncourageVaccination,loyalty/betrayal,EncourageVaccination
477403277075454,"Many people are debating whether to vaccinate their children or not. This father shares his story of when his two sons got the covid shot.
  
 

  What do you think? Share your own video on our website: http://ow.ly/SH6450HfnHg",VaccineEfficacy,EncourageVaccination,none,EncourageVaccination
4.32974E+15,"Join our live Zoom conversation with Dr. Ngozi Onuoha on Sunday, September 12, 2021, at 6 pm EST. We will discuss the Covid-19 vaccine, as well as it’s safety and effectiveness.
  Spreading awareness about the Covid-19 vaccine is more important now than ever before. You definitely don’t want to miss this!
  
 

  Click on the link to sign up!
  
 

  https://bit.ly/3DLxRoB
  
 

  Passcode: 439379",VaccineMisinformation,VaccineEfficacy,none,VaccineEfficacy
254406163042436,"Join the Conversation: We're answering your questions on COVID-19 vaccines and vaccine distribution with the North Central District Health Department, serving Henry, Shelby, Spencer and Trimble Counties. Open All!
  
 

  🔴 Registration Required. Please call 1-877-926-8300 or click link below (https://aarp.cvent.com/KYVaccineNCDHD ) Your Zoom meeting details will be sent with registration confirmation. 
  🔴 You're invited to send questions in advance.",VaccineStatus,EncourageVaccination,none,EncourageVaccination
167216328642076,"AHCA/NCAL will be hosting a virtual town hall event as part of its #GetVaccinated campaign. Healthcare professionals, including AHCA/NCAL Chief Medical Officer Dr. David Gifford, will answer questions regarding the COVID-19 vaccines. https://www.ahcancal.org/News-and-Communications/Blog/Pages/Get-Your-Questions-About-the-Vaccine-Answered-at-the-GetVaccinated-Virtual-Townhall.aspx",VaccineEquity,EncourageVaccination,none,VaccineRollout
983587322572771,"In just one year, Covid-19 has killed nearly 10,000 people in Louisiana. But with a new year, comes new hope. A safe and effective vaccine. A shot at normalcy.
  
 

  Visit https://coronavirus.la.gov/ to find out where to get your shot. #lagov #lalege",GovTrust,VaccineEfficacy,none,EncourageVaccination
156882009970176,"On occasion people ask if I am an ""Anti-vaxxer."" I chuckle a bit every time. I am not against vaccines. I have been in the Army for 19 years and have had my fair share of injections. However, the idea that we should allow the government to force the entire population to inject something into their bodies is un-American.
  
 

  If you do not have the right to control what goes into your own bloodstream then you have no rights at all. It is that simple.
  
 

  Every controversy regarding COVID policy is about power and control versus freedom and choice. Those who want the COVID shot can get the shot. Those who don't want it should be free to refuse and should not live in fear of losing their job or becoming a second-class citizen.",VaccineMandate,VaccineMandate,liberty/oppression,VaccineMandate
327668015539289,"After Moderna announced earlier this week that its two-shot coronavirus vaccine produced the same immune response in teenagers as adults, Emory University School of Medicine is now working with Children's Healthcare of Atlanta to test the vaccine's efficacy in the 6-months to 11-year-old age group. (From GPB News)",VaccineRollout,VaccineEfficacy,none,VaccineDevelopment
2.60959E+15,"With Delta spreading, we recommend reaching out to your healthcare provider to address your questions about the COVID-19 vaccine asap. Check out the more than 30+ free COVID-19 Vaccine Clinics across the City this week.
  
 

  Visit baltimorecity.gov/bmorevax, or call 443-984-8650 for more information. 
  
 

  #getvaxxed #baltimoreversuscovid #bmorehealthy #coronavirus",CovidPlan,EncourageVaccination,none,EncourageVaccination
743299239721081,"Holiday COVID-19 Testing in Montgomery County
  
 

  This Easter Holiday may consist of church service for some, family gatherings for others, or socially distanced egg hunts for the kids. However, COVID-19 is still a significant health concern, so it remains essential to know your status to help stop the spread. But no worries, the African American Health Program (AAHP) and Fit Fathers have you covered.
  
 

  Don't Stress. Take the Test, especially those concerned about public interactions over the holiday.
  
 

  AAHP is hosting free COVID-19 test sites at various locations this weekend and next week in Montgomery County. More importantly, after your quick PCR test, you will receive free school supplies, groceries, pandemic protection such as gloves and masks, a backpack, and the ability to pre-register for the vaccine on-site. This procedure is quick, painless, and no appointment is required.
  
 

  Test sites and dates are available at www.AAHPcovid.com.
  
 

  #AAHPcovid #MaskUpMoco #FitFathers #COVID19 #COVID #MaskUpMD #BlackHealth #AfricanAmericanHealth #BlackHealthMatters #BlackhealthLifestyle #FitFam #MoCoHealth #MoCoMD #FitFamily #NCCF #MoCo #MontgomeryCountyMD #DMVHealth #Covid19Testing #FreeCovid19Testing #BlackHealthProfessionals #VisitMontgomeryCounty
  
 

  #maskupmaryland #sponsored",VaccineStatus,EncourageVaccination,none,CovidPlan
1.09978E+15,"Today, I am sending this letter to Lexington Medical Center.
  
 

  Please pray for the LMC employees who are facing losing their jobs. Please pray for them through this very difficult time. Please pray that the Board of Directors of Lexington Medical Center will change its course. Please pray that our courts will enjoin the CMS vaccine mandate.
  
 

  Please join me tomorrow at 1pm to peacefully and respectfully stand in support of LMC unvaccinated employees. Details: https://www.facebook.com/groups/884476382441432",EncourageVaccination,VaccineMandate,liberty/oppression,VaccineMandate
279645340445353,"While restrictions would still limit the number of vaccines for the broader population, this would provide the older demographic much-needed access to more vaccines.",VaccineEquity,VaccineEquity,none,VaccineEquity
3.15372E+15,"Here in New Hampshire, we were named one of the safest states in the nation throughout the COVID-19 pandemic, are one of the fastest states to administer the vaccine, and we kept our economy open with one of the lowest unemployment rates in the nation. We're getting the job done.",GovTrust,GovTrust,authority/subversion,CovidPlan
550071915885486,"We can't wait to see you on Saturday, March 6th from 2-4pm for our Drive Thru event! Please share this with your friends and family in Arlington. It'll be located 
  
 

  So much going on here that we are excited for:
  ➡️Produce bags available for families in need until supplies last (2-3PM)
  ➡️Pick up yard signs & masks for the campaign
  ➡️Register for the COVID vaccine
  ➡️Register to vote
  ➡️Donate nonperishable food items & we will deliver those items to @missionarlington
  
 

  All details can be found on our site!
  
 

  Site: https://www.dianaforarlington.com/drive-thru",VaccineEquity,EncourageVaccination,none,EncourageVaccination
611760596882511,"Oregon Breaking: Businesses must verify COVID-19 vaccine status before forgoing masks, Oregon officials say. Stay on top of this incident and other local breaking news with News Break.",MaskMandate,VaccineMandate,none,VaccineMandate
304017474902323,"Bad doctors, like Simon Gold, are spreading lies and misinformation 😷 about masks and the COVID-19 vaccine. 💉Here are the facts!",VaccineMisinformation,VaccineMisinformation,none,VaccineMisinformation
285814853443864,BREAKING ALERT: Police Officers in Massachusetts are being FIRED for refusing to get the COVID vaccine. Vaccine mandates are unconstitutional & we MUST END them! No one should lose their job over making personal medical decisions. Take a stand with us now and sign the petition.,VaccineMandate,VaccineMandate,liberty/oppression,VaccineMandate
484032632617512,Need a vaccine? Find a location nearby by visiting vaccinefinder.org and entering your zip code! Anyone over 60 and those 16 yrs + with high risk conditions or essential jobs!,EncourageVaccination,VaccineRollout,none,VaccineRollout
348944103552859,"Over the course of the past few days, I have been inundated with pleas of desperation from health care workers across the Commonwealth who do not want to be forced to receive a vaccine. My heart breaks for them, as they are facing a difficult choice; Receive an injection against their will, or lose the ability to put food on the table for their families. This is egregiously abusive, and should not be legal. It is shameful to treat our frontline workers this way!
  
 

  Currently, there are no protections in statute to prevent this from happening, and the medical freedom reform which took place last Session through SB 8 is not sufficient to address this situation. I have pre-filed BR 106 to provide comprehensive protections from mandatory vaccination for the 2021 General Assembly Session, but that doesn’t do a bit of good to provide relief at this time since we are more than five months away and this is happening NOW. 
  
 

  Every Kentuckian should have the right to choose whether or not to receive a vaccine, and health care workers are no exception. I am very disturbed by the “property rights” argument being made by the Kentucky Chamber of Commerce and other opponents of medical freedom. I never envisioned having to say this in the year 2021, but human beings are not property. 
  
 

  Making a property rights argument as the basis for requiring citizens to receive a vaccine that is under emergency approval is tantamount to saying that privacy rights and bodily autonomy cease to exist when you show up to work. It is well established that there are certain questions an employer cannot ask a current or prospective employee based on anti-discrimination laws, and immunization status should be no exception.
  
 

  Health care workers want to know what their options are if they choose not to receive a vaccine. At this time, a medical or religious exemption is the only option. The General Assembly MUST take action to correct this, whether it is through BR 106 or similar legislation.",VaccineEquity,VaccineMandate,liberty/oppression,VaccineMandate
308449354484760,"Please join honored supporters US Senator Chuck Schumer, New York City Mayor-Elect Eric Adams, Comptroller-Elect Brad Lander, Rep. Nydia Velazquez, Rep. Grace Meng, Rep. Jerry Nadler, Rep. Hakeem Jeffries, & New York State Senate Majority Leader Andrea Stewart-Cousins for a Holiday Party in support of our campaign on Monday, December 6th from 6:00 PM - 8:00 PM!
  
 

  !! COVID-19 VACCINE REQUIRED FOR ENTRY !! 
  Location: Park Asia
  6521 8th Ave
  Brooklyn, NY 11220
  
 

  To RSVP, please purchase your ticket here: 
  https://secure.actblue.com/donate/parkasia2021?refcode=fb-event-post&amount=125
  
 

  Contact Annie Weir at annie@weir-and-co.com if you have any questions!",CovidPlan,VaccineMandate,none,VaccineMandate
1.10346E+15,Baltimore Beekeeper Ms. Cynthia is keeping herself safe by getting the COVID-19 vaccine. Register for yours at covax.baltimorecity.gov. It's Baltimore versus COVID. Let's win this together,GovTrust,EncourageVaccination,none,EncourageVaccination
258882302685323,"As of today all Hudson County residents age 16 and above are eligible to be vaccinated. This is a major milestone in our fight against COVID-19 and a reminder that better days are ahead. I want to thank President Biden and Governor Murphy for their leadership during this critical time, as well as the many hardworking men and women who are operating our county vaccine site and all others throughout the state. 
  
 

  Now it's time to Get Vaccinated Hudson! Sign up here to make an appointment at our county site at the USS Juneau Center in Kearny: https://hudsoncovidvax.org/
  
 

  You can also receive a vaccination at our municipal partner sites located throughout the county in Jersey City, North Hudson, Bayonne and other municipalities. Please inquire with your local health department or look here for a full listing of vaccine sites, including state megasites that are open to all NJ residents: https://covid19.nj.gov/pages/finder",CovidPlan,GovTrust,none,GovTrust
375293727529326,"Important Update: As the Covid variants dominate the national news, I wanted to take a moment and update residents to what we are seeing at the local level as COVID-19 continues to be a primary focus for our administration. We have done great as a city relative to others, but we do need to stay vigilant/aware as the progress we have made is always fragile. 
  
 

  - our vaccination rates for the city continues to be strong with as of last week slightly more than 78% of residents have completed their 1st shot and slightly more than 65% of our residents are fully vaccinated. This is good considering the size of our city and diversity of population with many harder to reach communities, but we want to continue to see these numbers increase . 
  
 

  - our local hospitalization rate continues to be low which is a good sign 
  
 

  - we have seen a slight uptick in cases locally during the month of July. As an example, we are 100 cases above the entire month of June with one week to go before the end of July 
  
 

  - we see a weak spot in the vaccination rates amongst teenagers in Jersey City that are eligible for vaccines but haven’t yet been vaccinated. Our local number here is 46% and for this reason over the coming weeks we will focus on teenager targeted education so that we can better reach these residents. 
  
 

  - Uncovering variants takes a few weeks to unravel on the local level - so the last update we got from the State lab was only one case locally (that date was up to 7/3 and we should get a new update early this week) 
  
 

  I hope this information is helpful with regards to Jersey City and let’s continue to work as a community to encourage our neighbors to get vaccinated.",CovidPlan,EncourageVaccination,loyalty/betrayal,EncourageVaccination
1.59059E+15,COVID Vaccination is a choice. I oppose any and all mandates forcing COVID vaccination on American adults and our children.,VaccineMandate,VaccineMandate,liberty/oppression,VaccineMandate
158545016092322,"🚨 ⚕️ 💉Covid19 vaccine-information 
  
 

  ✅ All people 60 + years old are now eligible for the vaccine beginning Wednesday, March 10, 2021 
  
 

  ✅ Public facing employees will be eligible for the vaccine starting March 17th. 
  
 

  ✅ All providers - except pharmacies - can now vaccinate those eligible. 
  
 

  ✅ Effective March 17, all vaccine sites, regardless of whether they are mass vaccination sites, county-run or otherwise, will be able to vaccinate anyone who is eligible. The exceptions to this rule are pharmacy vaccination sites. These sites will specifically handle people 60 or over and teachers.
  
 

  ✅ Albany Co. residents should pre-register here: https://alb.518c19.com/ 
  
 

  ☎️ Or use the state's eligibility tool: https://am-i-eligible.covid19vaccine.health.ny.gov/",VaccineRollout,VaccineRollout,none,VaccineRollout
660763628658562,"Will the ""MI Shot To Win"" program improve Michigan's COVID-19 vaccination rates? Data so far says no. Find out more on the Gongwer Blog, sponsored by Resch Strategies. 
  
 

  https://www.gongwer.com/programming/blogindexhttps://www.gongwer.com/programming/blogindexResch Strategies.cfm?postid=1346 01",CovidPlan,VaccineEfficacy,none,VaccineStatus
276210647324674,"BIG WIN FOR LIBERTY! Yesterday, with the help of my Senate Republican colleagues, I offered and passed an amendment on the Senate floor to ban so called “vaccination passports” for entities within the transportation industry in Missouri! “Vaccination Passports” are devices issued by government or private entities that can be used to deny those not possessing documentation of vaccination from using airlines, trains, and taxicabs within Missouri borders.
  
 

  In short, there are few more un-American ideas than denying the free movement, assembly, and speech of American citizens based on their status in one class or another (in this case, vaccinated or not vaccinated). The continued politicization of the COVID environment has led to a rise in folks (mainly government) finding new ways to infringe upon your rights. The “vaccination passport” is just the latest in the line of bad ideas!  
  
 

  Since I am a believer that you should NOT have to “show your papers” just to get on an airplane in the United States, and certainly not in Missouri either, yesterday I proposed legislation to ban this practice.
  
 

  Thus my amendment, pictured here, which prevents this kind of tyranny in Missouri. It would ensure you can utilize air, rail, and vehicle travel regardless of the private decision you and your family make about whether or not to get the COVID vaccine. Almost every single Republican supported this amendment—even 1 Democrat supported my amendment!
  
 

  Thank you to everyone who has reached out to support this idea and our efforts on the Senate floor to get this done! And thank you to my Republican colleagues who supported the amendment!  
  
 

  On to the House of Representatives and the Governor’s signature!",AdvocatingUnifiedLiberties,VaccineMandate,liberty/oppression,VaccineMandate
984617365707626,"Echo chambers have made many of us confused by misinformation and the shameful politicizing of Covid-19 and the Delta variant. Julian and I made our decision to get vaccinated, as did our daughter Ashley after we consulted with our own primary care physician. If you have doubts or concerns, I encourage you to consult your physician and do whats right for you and your family. 
  
  Government AND businesses cannot, and should not, force COVID vaccines on anyone. We don’t do that in America. I believe all people have the fundamental right to make decisions about their own healthcare without coercion or discrimination by the Government or private business. Rember it's your choice and coercion should never happen from either side of this argument.
  
  When it comes to masking our children, I have seen firsthand in our daycare center that masking kids five and under have real-life negative consequences. It’s up to us to protect those kids without making them cover their faces. 
  
  I don’t want to hear teachers’ unions and others demanding that we put masks on our kids -- while they themselves fight vaccination requirements for themselves, however, Teachers certainly have a choice like you and me whether to be vaccinated or not. 
  
  If we put common sense and the true well-being of our children above politics and social media rants, we can get COVID under control and get our lives back to normal.",MaskMandate,AdvocatingUnifiedLiberties,liberty/oppression,AdvocatingUnifiedLiberties
273758791009768,"Mandating over 100 million Americans to receive the COVID-19 vaccination is both unprecedented and a complete overreach of the federal government. It’s clear that the COVID-19 vaccine saves lives, and I have and will continue to encourage Kansans to get it. With that being said, I firmly believe that every American has the constitutional right to consult with their healthcare provider and decide what's best for them and their families. 
  
  Additionally, these mandates are a crushing blow to Kansas small businesses as they try to get back on their feet and navigate the growing labor shortage. Our hospitals are already stretched thin with medical professionals in rural Kansas and cannot afford to lose workers who do not wish to be vaccinated.
  
  President Biden using the power of the White House to mandate and force private businesses to comply with federal mandates is dictatorial behavior and completely unacceptable. I will continue to do everything I can in Congress to fight against these federal mandates to help ensure personal liberty and freedom for all Kansans.",VaccineMandate,AdvocatingUnifiedLiberties,liberty/oppression,AdvocatingUnifiedLiberties
446788386380751,"""It was the pandemic, not Joe Biden, that defeated Donald Trump by denying him the capacity to command and manipulate attention at will. And, perhaps fittingly, it’s the success and fairness of the vaccination campaign that may determine the fate of the Biden administration. The public’s perception of how government has dealt with this disaster will incline it to benevolent respect or protesting fury when we finally meet again in the city square."" https://merct.us/3e8NrOX",GovTrust,GovTrust,authority/subversion,GovTrust
