id,ad_creative_body,gt_theme,stance,funding_entity,pred_theme_sbert,pred_theme_llms
598595741296104,"South Side Weekly columinst's reaction to the Obama Presidential Center's cutting down of 365 trees to start construction of the Obama Presidential Center. The wasteland you see below used to be home to over 360 large, legacy trees that were ""estimated to store 203.8 tons of carbon, sequester 5.8 tons of carbon per year and remove 341.5 pounds of air pollution per year."" The trees were also where 100's of birds lived while providing an urban oasis for the public, especially during summer months, when the temperatures in the Women's Garden were easily 10 degrees lower than anywhere else in the surrounding neighborhood.
  
  
 

  https://www.chicago.gov/city/en/depts/dcd/supp_info/jackson-park-improvements.html",Deforestation,1,Jeannette L Hoyt,Deforestation,Deforestation
294051572712634,"Making a Difference Has Never Been Easier. ☀️
  
  
 

  Provision makes it easy for you to make a positive impact on the environment in just two simple steps.
  
  
 

  1. Visit our website at getprovision.com.
  2. Select one of our energy plans to enroll in. 
  
  
 

  You will then be offsetting your carbon usage with renewable clean energy.
  
  
 

  And
  
  
 

  We plant trees on behalf of every new customer. 
  
  
 

  Start using your energy for good. 
  
  
 

  Click LEARN MORE To Get Started!",Carbon,1,Provision,Carbon,Carbon
310915167698615,Erase your carbon footprint for only $5 a month by funding U.N. certified environmental solutions.,Carbon,1,CleanCourse Inc.,Carbon,Carbon
223659106443623,"In order to maintain a livable environment for future generations, we must remove 1.5 trillion tons of carbon dioxide from our atmosphere. Learn about how Ross Kenyon, a co-founder and creative director at Nori, is using carbon removal to reverse carbon emissions. 
  
  
 

  Thursday, Dec. 2, at 5:00 pm 
  Virtual event
  More info: https://go.iu.edu/4brr",Carbon,1,Indiana University,ClimateSolution,Carbon
197158235112466,"Enel Green Power is committed to creating long-term shared value for the communities in which it operates. With Alta Farms Wind Project, we’ll have a positive, long-term impact on the DeWitt County economy. Learn more here: https://www.enelgreenpower.com/our-projects/under-construction/alta-farms-wind-project",CustomerBasedAltEnergy,1,Enel,CustomerBasedAltEnergy,AltEnergy
980228499440054,"California homeowners, if you have a power meter on the side of your house, you can get solar at no cost to you. ⚡
  
  
 

  It's $0 💵 out of pocket and will actually make your meter run backwards. Saving you $100, $200, or even $500/mo on your energy bill. 💡
  
  
 

  ☑️ Just click the 'Learn More' button below. 
  Not all homes will qualify but you can check if you're eligible in less than 1 minute.",CustomerBasedAltEnergy,1,"Plateau Data Services, LLC dba RateMarketplace",CustomerBasedAltEnergy,CustomerBasedAltEnergy
903226473872793,"I am happy to announce under Team Armstead Administration, residents can now save 10% off their electricity bills by signing up for our new local solar farm located at the old Linden landfill!
  
  
 

  ** No rooftop solar required! ** 
  
  
 

  💰 Save 10% in electricity savings for absolutely no cost
  
  
 

  ☀️ Solar power without installing any panels
  ✅ Stay with your current utility provider
  ⏰ Only takes a few minutes to start and save
  🏢 Homeowners and renters both qualify 😊 
  Due to high demand, there are only space on the farm for 30 more people to enroll, so act FAST*
  
  
 

  https://youtu.be/JY830-stot4",CustomerBasedAltEnergy,1,Derek Armstead,CustomerBasedAltEnergy,CustomerBasedAltEnergy
268478264983713,"Every day, we join forces with food and beverage producers, suppliers and other stakeholders across the value chain as part of our journey towards the world’s most sustainable food package, a carton that is fully made from renewable or recycled materials, is fully recyclable and carbon-neutral. By working together, we help to #RestoreOurEarth Learn more: https://bit.ly/3tJB8z9 #EarthDay2021",EcofriendlyConsumerChoices,1,TETRA PAK INC.,PlasticWasteandEnvironmentalImpact,EcofriendlyConsumerChoices
116419353951451,"Hunger is an issue we must continue to address together—building the community power that makes us all safer, healthier and more resilient to food insecurity. 
  
  
 

  Sign the pledge if you agree food should be available to all!",FoodSecurity,1,"OREGON FOOD BANK, INC.",FoodSecurity,FoodSecurity
928534768098569,"Food pantries help communities address food insecurity, but they also perform a vital #climateaction by preventing greenhouse gas emissions associated with wasted food. Recently, Sustainable Newton member Theodosia Wade talked with Covington FUMC Food Ministry Director Megan Hulgan to discuss all the great programs the ministry provides for Newton County and how their work aligns with Drawdown Georgia climate solutions.",FoodSecurity,1,"Sustainable Newton, Inc.",FoodSecurity,FoodSecurity
942956463281663,"Did you know? Over the past 15 years, Colorado's oil and natural gas industry has generated over $1.2 billion for Colorado schools.",Economy_pro,0,Coloradans for Responsible Energy Development,Economy_pro,Economy_pro
692269138426584,"SPEED & SCALE, a new book by #1 bestselling author and venture capitalist John Doerr, reveals a sweeping—and actionable—plan to conquer humanity’s greatest challenge: climate change. The Speed & Scale Plan gets us to net zero emissions by 2050—and halfway there by 2030. It’s time to act!",ClimateSolution,,Speed & Scale,ClimateSolution,ClimateSolution
872809803416240,Propane is energy for New England—an environmentally friendly alternative energy that helps you reduce carbon emissions.,ClimateSolution,0,Propane Education & Research Council,ClimateSolution,ClimateSolution
792468121456732,"Did you know? Natural gas is providing affordable, reliable energy while driving environmental progress.",ClimateSolution,0,AMERICAN PETROLEUM INSTITUTE,ClimateSolution,ClimateSolution
278041290609131,"Affordable, reliable energy solutions are made in America. See the benefits of American natural gas and oil production.",Pragmatism,0,The American Petroleum Institute,Patriotism,Pragmatism
120434636857921,Oil and natural gas production benefits us all – helping save American families thousands of dollars. Can you guess exactly how much? Take our quiz to find out!,Pragmatism,0,EXXON MOBIL CORPORATION,Economy_pro,Economy_pro
1010932849689050,Protect affordable energy and consumer choice in New York. Sign the petition today!,Patriotism,0,EXXON MOBIL CORPORATION,Patriotism,Patriotism
1891327471049240,ENERGY ACTION ALERT: Protect affordable energy and consumer choice in New York! Sign the petition today.,Patriotism,0,EXXON MOBIL CORPORATION,Patriotism,Patriotism
1154365508318620,"We must guarantee America’s Energy Independence for the next century for the sake of our national security.
  
  
 

  We accomplish that by supporting all domestic production sources whether it be coal, oil, wind, solar, or hydroelectric.",Patriotism,0,John Anthony Castro,AgainstClimatePolicy,Patriotism
394227682024108,"Carbon pricing will drive clean energy innovation, transforming the economy and creating millions of new jobs when Americans need them most.
  
  
 

  Learn how carbon pricing helps America get back to work!",Economy_clean,1,Citizens' Climate Lobby,Economy_clean,Carbon
535023157494748,"Over ⅓ of Latinos live in an area that fails to meet the EPA’s public health smog standard. It’s time we do better. We must #ACTNow on climate change and environmental injustice. Read more in this op-ed:👍🏽👍🏽👍🏽👇🏽
  
  
 

  #ClimateFriday #timetoact #ActOnClimate #ClimateEmergency #ClimateCrisis #climateaction #AllOfGovt",HumanHealth,1,Moms Clean Air Force,HumanHealth,HumanHealth
4548263531887010,"A study recently published in Nature Communications reveals that ""while animals are adjusting to climate change, these responses appear insufficient to cope with future rapid warming."" 
  
  
 

  How You Can Help to Save Wildlife http://www.animalmatters.org/what-you-can-do/",Animals,1,Animal Matters,Animals,Animals
520769832448065,"""Sea otters’ role in mitigating climate change is a great example of how easily the benefits we derive from healthy ecosystems—like carbon sequestration—can be lost as human activity compels the separate—but equally grave—biodiversity crisis.
  
  
 

  As a “keystone species,” they have large-scale effects on coastal marine ecosystems, making them critical to the health of the kelp forests they inhabit."" — Zak Smith, Senior Attorney & Director, International Wildlife Conservation, Wildlife Division, Nature Program 🌊
  
  
 

  ✅ Coastal ecosystems, rich with marine plants like mangroves and seagrass, sequester as much as 20 times more carbon per acre than land forests.
  ✅ Kelp sequesters around 200 million tons of carbon every year, comparable to the annual emissions of New York State.
  
  
 

  Keep reading our new series that explores the role wildlife play in boosting ecosystem resilience—and how thriving biodiversity supports our own efforts to mitigate climate change, AND take action through the 🔗 in bio.
  
  
 

  📸 Michael L. Baird via Flickr, CC-BY 4.0
  
  
 

  #Biodiversity #Nature #Wildlife #ClimateChange #ActOnClimate #30x30 #Protect30x30 #PublicHealth #Environmentalism #OptOutside #NaturalClimateSolutions",Animals,1,Natural Resources Defense Council,Animals,Animals
457950252675835,"2022 is projected to be another exciting year of growth for the renewable energy industry! Here in the U.S., we’re expected to add 44 GW of new capacity from solar power next year on top of the 108.7 GW–enough to power nearly 19 million American homes–that are already online. The growth of solar means more tax dollars, jobs, grid reliability, and more come to America’s rural communities.",AltEnergy,1,Montour Solar,AltEnergy,AltEnergy
1305244269925510,"A kilowatt you don’t use is the cheapest and cleanest kilowatt you can come across. And so this energy reduction program will reduce consumer costs, it will create green energy jobs and it will reduce our carbon footprint,"" Leland says.",Economy_clean,1,Friends of David Leland,AltEnergy,Economy_clean
532409221161691,The fossil fuel industry is lobbying hard to derail progress on climate and to give the state’s largest polluter — the Prairie State coal plant — a free pass to keep polluting our air. We need your help to stop them now.,PoliticalAffiliation,1,NRDC Action Fund,SupportClimatePolicy,PoliticalAffiliation
392564699005128,No more ‘what if’s’ when it comes to combating climate change. It’s time to pass Biden’s Build Back Better Act.,SupportClimatePolicy,1,Center for American Progress Action Fund,SupportClimatePolicy,SupportClimatePolicy
2165095833631150,"Taxpayers shouldn’t be footing the bill for the big oil and gas companies that are rapidly destroying our planet. If you’re with us, sign our petition demanding that policymakers end fossil fuel subsidies for good. ⤵️⤵️⤵️",PoliticalAffiliation,1,Green New Deal Network,SupportClimatePolicy,PoliticalAffiliation
4585423211477830,Don’t listen to the Oil & Gas army of well-connected lobbyists – we need to stop subsidizing their climate damage.,PoliticalAffiliation,1,TAXPAYERS FOR COMMON SENSE,SupportClimatePolicy,PoliticalAffiliation
1133359147151780,"On WTTW, Deputy Governor Mitchell said that Governor Pritzker won't sign any bill that doesn't include bold climate action. He added that a bill without climate won’t even make it to the Governor's desk - nearly 50 legislators would oppose it. No bold climate action, no real equity, no deal.",SupportClimatePolicy,1,Illinois Clean Jobs Coalition,PromoteSustainableTransportation,SupportClimatePolicy
276765417685312,Pain at the pump: Biden admits ‘I don’t have a near-term answer’ for high gas prices,BidenGasPriceIncrease,0,Simon Davis,AgainstClimatePolicy,BidenGasPriceIncrease
907080269949877,"Hi, my name is Summer Lee, and I’m an organizer, state legislator, and progressive candidate running for Congress in Pennsylvania's 18th district. We are in a wide-open primary in this pivotal state, and we’re building a people-powered campaign to win real power for working families — and we want to build it with you. Here’s why: 
  
  
 

  I first ran for office in order to take on a status quo that had left communities like ours behind and to win real victories for working families across my home. Together, our people-powered campaign won big — unseating a 20-year incumbent and amazingly DOUBLING voter turnout in our district — and sent me, a young, progressive, working class organizer and advocate to become the first Black woman ever elected to the State Legislature from Western Pennsylvania. 
  
  
 

  Now, I’m running for Congress on these same values, to fight for real victories for working people, to make progress towards environmental, economic, and racial justice, and to center the voices and experiences of our communities and voters who have too often been left behind.  
  
  
 

  We need elected officials who don’t just talk the talk. We need ones who’ll fight the fight — for a healthy environment, for tackling our climate crisis, for unions and creating good-paying jobs, for health care, housing, and racial equity. And we can win all of that and more — if all of us who share these values pitch in to join this work today.
  
  
 

  We are approaching our first major deadline — at midnight on December 31st, we must disclose everything our campaign has raised since we launched in October. That means our fundraising numbers will be on full display for our opponents and pundits to see and judge the strength of the movement we are building. It is critical that we have strong numbers to report, which is why we are asking our grassroots supporters to chip in $5 or $10 to reach our goal. Anything you can give helps prove we have momentum to win this race.",AgainstCorporateInterests,1,Summer Lee for Congress,AgainstCorporateInterests,AgainstCorporateInterests
1342802969495460,"ICYMI: While most politicians are busy pointing fingers at one another over rising costs of essentials like gas, Senator Sue Serino is pushing for the state to take real action to provide immediate relief to hardworking New Yorkers. 
  
  
 

  Sue wants the state to suspend its gas tax—a move that would save residents almost 50 cents per gallon! LIKE if you agree that New York should suspend the gas tax today! 
  
  
 

  https://westchester.news12.com/sen-serino-helps-lead-the-effort-to-trash-the-gas-tax",GasTax,0,New York State Senate Republican Campaign Committee,GasTax,GasTax
554413402188499,"Another gas hike? You have a right to say NO to increased fees. 
  Take 60 seconds to tell lawmakers you deserve to keep more of what you earn.",GasTax,0,AMERICANS FOR PROSPERITY,GasTax,GasTax
529143264928590,"Hi Jacksonville! 🤗 We help you plant trees each month automatically, to help fight climate change faster! 🌳🌲",Deforestation,1,Trees To Globe,Deforestation,Deforestation
4600813929950600,"Affordable House Plants That Make An Impact With Every Order You Make 🌿
  🌳
  Ecozon Is Your New All-In-One Sustainable Retailer, From Clothes To Decor To Garden, Every Purchase Plants A Tree & Donates to Conservation Groups 🐼 
  🌳
  Profits Go Towards Funding Our R&D Company EnvioTEC, Where We're Working On Climate Change Solutions 🔬 
  🌳
  So What's Not To Like? Check Out Our Garden Selection Here: https://www.ecozon.org/collections/garden 
  🌳
  Make An Impact Today 🌍 
  #sustainable #plants #indoorplants #garden #plantlover #houseplants #plantsofinstagram #vegan #zerowaste #saveourearth #saveourplanet #wildlife #savetheearth #savetheplanet #ecozon",Deforestation,1,EnvioTEC LLC,Deforestation,EcofriendlyConsumerChoices
390396689228068,"You emit over a metric ton of carbon dioxide every month. We can help you fix that. For just $3.99/month, we will clean up your entire carbon footprint with our U.N certified carbon reduction projects.",Carbon,1,CleanCourse Inc.,Carbon,Carbon
427155831728310,"Get ready! The Alta Farms Wind Project will create hundreds of construction jobs and several permanent positions, generate income for landowners and provide new tax revenue for schools and public services. Good things are in store for DeWitt County. Learn more here: enelgreenpower.com/our-projects/in-development/alta-farms-wind-project",CustomerBasedAltEnergy,1,Enel,CustomerBasedAltEnergy,CustomerBasedAltEnergy
1060104468111980,"The cost of solar is falling, and its benefits just continue to grow. In addition to affordable power, solar has contributed to positive health outcomes, according to an MIT study. Learn more:",CustomerBasedAltEnergy,1,Montour Solar,AltEnergy,CustomerBasedAltEnergy
328587558842141,"This #ReduceEnergyUseDC Energy Break event features DC leaders from the Department of Energy & Environment, Groundswell, and PepcoConnect discussing the power of solar panels!
  
  
 

  We will dive into how solar panels work to save you money, programs in DC that help residents get them installed, how they are installed, and the importance of solar energy.",CustomerBasedAltEnergy,1,Paid for by Pepco - One of the Founding Organizations for Reduce Energy Use DC,CustomerBasedAltEnergy,CustomerBasedAltEnergy
482611286285136,"As the world’s second-largest food company, we have the opportunity and obligation to lead sustainable change. Read about our commitment to reach net zero by 2040.",FoodSecurity,1,JBS USA Food Company,FoodSecurity,Carbon
207319691582576,Did you know the oil and natural gas industry contributed more than $57.6 billion to Oklahoma’s economy in 2019? Learn how energy can play a vital role in supporting jobs and community growth.,Economy_pro,0,EXXON MOBIL CORPORATION,Economy_pro,Economy_pro
265095051838463,"Under a natural gas and oil leasing and development ban, U.S. GDP would decline by a cumulative $700 billion through 2030 and nearly 1 million industry jobs would be lost by 2022.",Economy_pro,0,AMERICAN PETROLEUM INSTITUTE,Economy_pro,Economy_pro
891611211469561,"Better schools, stronger communities, more jobs, and clean, affordable energy. That’s the direction Colorado’s oil and natural gas industry is going. Learn more: https://cred.org/tomorrow",Economy_pro,0,Coloradans for Responsible Energy Development,Economy_pro,Economy_pro
1042878533182020,"In the world we want tomorrow, the planet is healthy. That’s why we’re committing to achieving Net Zero emissions across our full value chain by 2050 – including all of Scope 3. And while 2050 might feel far away, our work has already begun. We’re implementing the immediate changes today, that will impact our collective future, tomorrow. Learn more: https://bit.ly/3mqIOns #TomorrowStartsToday #ClimateAction",ClimateSolution,,"Mars Wrigley Confectionery US, LLC",ClimateSolution,ClimateSolution
514649779931235,We’ve been very lucky in this country when it comes to the world’s centerpiece resource to fight climate change: natural gas.,ClimateSolution,0,Virginia Oil and Gas Association,ClimateSolution,ClimateSolution
264564762444634,"The U.S. became the world’s No. 1 exporter of liquefied natural gas for the first time ever last month, as deliveries surged to energy-starved Europe.
  
  
 

  https://www.bloomberg.com/news/articles/2022-01-04/u-s-lng-exports-top-rivals-for-first-time-on-shale-revolution",Patriotism,0,The Permian Fuels America,Patriotism,Patriotism
447704712916889,Raising taxes on the U.S. natural gas and oil industry could put our economic recovery at risk! Call Rep. Chrissy Houlahan at 610-295-0815 and tell them: new taxes on U.S. energy is a BAD idea!,AgainstClimatePolicy,0,AMERICAN PETROLEUM INSTITUTE,AgainstClimatePolicy,AgainstClimatePolicy
4537577323000270,"Gas prices are at the highest level they've been since October 2014 thanks to President Biden's failed energy policies.
  
  
 

  I'm calling on him to start supporting American energy production to ease the strain currently faced by Central Washingtonians.",BidenGasPriceIncrease,0,Office of Congressman Dan Newhouse,AgainstClimatePolicy,BidenGasPriceIncrease
3819237844848250,Raising taxes on the U.S. natural gas and oil industry could put our economic recovery at risk! Call Rep. Haley Stevens at 734-853-3040 and tell them: new taxes on U.S. energy is a BAD idea!,AgainstClimatePolicy,0,AMERICAN PETROLEUM INSTITUTE,AgainstClimatePolicy,AgainstClimatePolicy
473372730534113,"Investments in renewable energy are quickly creating a wide range of good-paying jobs for blue-collars workers across America, including for those in fossil fuel communities.",Economy_clean,1,Environmental Defense Action Fund,Economy_clean,Economy_clean
931833934337647,"It's time for America to build back better with clean energy jobs. 
  
  Let's get to work.",Economy_clean,1,Climate Power,Economy_clean,ClimateSolution
622878342168584,"Climate change is having health and humanitarian impacts around the world. Doctors Without Borders teams are providing care to people impacted by extreme climate conditions and disasters, and they need your help.
  
  
 

  Make a MATCHED gift to support lifesaving care. Donate today!",HumanHealth,1,Doctors Without Borders/Médecins Sans Frontières (MSF),HumanHealth,HumanHealth
898523707461208,"Climate change affects every aspect of our lives, including global health. Join the United Nations Foundation and Shot@Life for presentations from panelists, followed by a Q&A and information on how you can use your voice to advocate for better environmental and health policies.
  
  
 

  Register: bit.ly/unfclimatehealth",HumanHealth,1,Shot@Life,HumanHealth,HumanHealth
2153772878097030,Climate change is threatening our kids; the same kids coloring on the walls and giving us cuddles. We must protect them.,FutureGeneration,1,Potential Energy Coalition Inc,FutureGeneration,FutureGeneration
422078968918365,Our planet is changing at an alarming rate. We have to act now to protect our children from climate change. Later is too late.,FutureGeneration,1,Potential Energy Coalition Inc,FutureGeneration,FutureGeneration
293729152152790,"Floods are happening more often in Georgia and across the nation, and they're getting worse. Climate change is already a factor in dangerous, extreme weather. Without a transition to a clean energy future, hazardous climate events may get worse.",Environmental,1,Environmental Defense Action Fund,Environmental,Environmental
108809824573306,"Floods are happening more often, and they're getting worse. Climate change is already a factor in dangerous, extreme weather. In Wisconsin, we see a sharp increase in precipitation that can lead to more floods each year. Without a transition to a clean energy future, hazardous climate events may get worse.",Environmental,1,Environmental Defense Action Fund,Environmental,Environmental
193426212547631,Less rain and snow due to climate changes means rivers and lakes are drying up. Click here to learn more. #ProtectWater #NMpol,Environmental,1,ProgressNow New Mexico,Environmental,Environmental
299268502173894,"Climate change is worsening a biodiversity crisis that’s causing countless wildlife to go extinct. We must tackle the climate and biodiversity crises together if we want to effectively address either. 
  
  
 

  NRDC has an aggressive plan to tackle the climate crisis and create a healthier, more equitable planet that’s safe for wildlife and people alike. As the fight for our clean energy future grows ever more dire, we'll need all the help we can get. 🦅🐋🗻🌎",Animals,1,Natural Resources Defense Council,Animals,Animals
586727925894458,"Human population growth is the underlying cause of virtually all wildlife habitat destruction. 
  
  
 

  How You Can Help to Save Wildlife http://www.animalmatters.org/what-you-can-do/",Animals,1,Animal Matters,Animals,Animals
606871617130904,"A recently-released National Renewable Energy Laboratory report shows that prices for solar PV and solar PV + storage are continuing to steadily decline. Low-cost, emissions-free power from renewable sources means that utilities don’t have to choose between renewable power and affordable power–they’re one and the same.",AltEnergy,1,Montour Solar,AltEnergy,AltEnergy
405234811197686,It’s time to shine a light on the benefits of nuclear energy. 24/7 carbon-free energy generation that promotes environmental and economic progress makes nuclear energy essential to America’s clean energy future. Learn more about our nation’s largest source of carbon-free energy: https://bit.ly/3mb4LZb,AltEnergy,1,Nuclear Matters,AltEnergy,AltEnergy
1804825546379260,"We require more and more energy but our power grids can’t keep up. Renewable energy can help.
  
  
 

  https://bit.ly/3Ixhde1",AltEnergy,1,Resource Media,AltEnergy,AltEnergy
441323567042713,"President Biden's Build Back Better plan is our once-in-a-generation opportunity to fight climate change and secure middle class tax cuts, create clean energy jobs, and lower costs for working families.
  
  
 

  Call Rep. Schrader and tell him we must seize this moment: (202) 225-5711",SupportClimatePolicy,1,"LEAGUE OF CONSERVATION VOTERS, INC",SupportClimatePolicy,SupportClimatePolicy
324414132795697,"The #oilandgas industry spent $112.5 million lobbying to protect their $BILLIONS in subsidies from the federal government in 2020.
  
  
 

  While they rake in profits, taxpayers are left with mounting climate costs.",PoliticalAffiliation,1,TAXPAYERS FOR COMMON SENSE,PoliticalAffiliation,PoliticalAffiliation
371153861058980,"The infrastructure bill that just passed the Senate had trillions worth of climate provisions stripped out of it. Why? Because lobbyists from Exxon convinced a group of senators that the best way to show “bipartisanship” was to gut the parts of the bill that would rebuild our infrastructure to be greener and more resilient.
  
  
 

  This is just the latest example of Big Oil using their influence to water down climate policy by crafting bills that benefit their bottom line rather than the environment. We cannot afford to have our climate policy caught in the grip of Exxon any longer. Our people-powered movement is fighting back to ensure that climate policy is shaped by the experts and scientists who understand that there is no such thing as going too big when it comes to tackling climate change. Help us keep pushing against Exxon’s influence over legislators, and chip in $10 to our movement today!",PoliticalAffiliation,1,350 ORG,PoliticalAffiliation,PoliticalAffiliation
1038612840021040,"Joe Biden just hit a RECORD LOW approval rating!
  
  
 

  🚨33%!🚨
  
  
 

  From his failures in Afghanistan, to record-high inflation and sky-high gas costs, it's clear that Joe Biden is not up for the job. 
  
  
 

  Do you think his approval should be lower or higher? Tell us in the comments!",BidenGasPriceIncrease,0,DREW FERGUSON FOR CONGRESS INC.,BidenGasPriceIncrease,BidenGasPriceIncrease
512065430155621,"Joe Biden just hit a RECORD LOW approval rating!
  
  
 

  🚨33%!🚨
  
  
 

  From his failures in Afghanistan, to record-high inflation and sky-high gas costs, it's clear that Joe Biden is not up for the job. 
  
  
 

  Do you think his approval should be lower or higher? Vote now!",BidenGasPriceIncrease,0,BEN FOR WISCONSIN INC,BidenGasPriceIncrease,BidenGasPriceIncrease
1585831871759890,"Right now, Congress has a once in a generation opportunity to invest in our children and working families, save our planet, and make healthcare more accessible for everyone who needs it. But the GOP and moderate Democrats are doing everything they can to stop this from happening. 
  
  
 

  We need another voice in Congress who understands first hand how affordable child care, quality elder care, and accessible healthcare would improve the lives of so many. That’s why I’m running for Congress.
  
  
 

  As a Black, gay, working class woman, I know first hand how bold, progressive change would impact the lives of people like me. When I’m in Congress, I promise to fight like hell for programs that work for all of us — and I’ll be another vote for people driven policy, like the reconciliation package. But first, we need to win this election. Can you chip in $15 right now to our people powered movement and help our campaign make history?",AgainstCorporateInterests,1,Odessa for Congress,AgainstCorporateInterests,AgainstCorporateInterests
421255686095204,"We set an ambitious goal of raising $1.7 million this quarter, and it is essential that we close the gap before the deadline on September 30th.
  
  But first, let me backup, and give some context on what’s happening in Congress right now. 
  
  We are in a critical moment in Congress, where corporate interests are trying to sabotage the $3.5 trillion Reconciliation bill by stripping out key provisions. What are they opposed to, specifically? Only the most popular parts of the bill, like lowering the cost of prescription drugs, making the child tax credit permanent, and expanding Medicare. 
  
  What does this have to do with our fundraising goal? Corporate PACs think they can buy the government and policies that they want. But with our small-dollar, grassroots fundraising, we prove that their power is limited — and that scares them. 
  
  I take no money from any corporate interest, and I don’t do fancy, high-dollar fundraisers. I am completely funded by you, and I am fighting to deliver wins for working people. 
  
  Each contribution we receive, no matter the amount, helps send a powerful message to the fossil fuel industry and big pharma that their reign of power is coming to end. Please, if you’re able, chip in $10 today.",AgainstCorporateInterests,1,Alexandria Ocasio-Cortez for Congress,AgainstCorporateInterests,AgainstCorporateInterests
1023653568388020,"Our families cannot afford another new tax. Rally with us to stop the proposed new CT gas tax and sign the petition at www.StoptheGasTaxCT.com. 
  
  
 

  Some lawmakers in Hartford are pushing for a vote this month on a $100 million new state gas tax.
  
  
 

  Families are already hurting from rising prices on gas and food. A new gas tax only worsens that situation. It also could lead to a gasoline shortage that will be devastating to CT jobs and our recovery. The facts show this new tax won’t improve our aging transportation infrastructure or our air quality as promised.
  
  
 

  Your voices stopped the tax earlier this year. Keep speaking out! Learn more: www.StoptheGasTaxCT.com",GasTax,0,Connecticut Senate Republicans,GasTax,GasTax
985712982239170,"Pete Buttigieg, President Joe Biden’s head of the U.S. Transportation Department, and other left-wing activists are proposing a federal gas tax hike... again.
  
  Floridians already pay one of the highest gas taxes in the country and the tax hike would mean we have to fork over an additional $550 million every year to the federal government. 
  
  On top of an already high federal gas tax, drivers pay an average of $1.5 billion per year to the state of Florida too. 
  
  Fight the federal gas tax hike by signing the petition and tell lawmakers to keep their hands out of your wallet.",GasTax,0,James Madison Institute,GasTax,GasTax
608992646999930,"A ""super tree"" that removes dramatically more CO2 than regular trees?
  
  
 

  Poppycock! You might think.
  
  
 

  But hear me out, why don't we let the facts speak for themselves...
  
  
 

  According to NOAA IPCC these trees:
  
  
 

  1. Store 10x more carbon than regular trees
  2. Store carbon 100x longer than regular trees
  
  
 

  Could that mean it's 1000x better at storing carbon (10x * 100x)?
  
  
 

  Maybe.
  
  
 

  But let's say the stats are way off.
  
  
 

  Let's say these trees are only 5x better at storing carbon and do it 20x longer.
  
  
 

  That's STILL 100x better than regular trees.
  And what's more...
  
  
 

  The destruction of these trees is 0.1% of destruction of regular trees, but destroying that 0.1% was responsible for 10% of all GHG emissions
  
  
 

  What if instead of cutting down 0.1% of these trees we decided to plant 0.1% or simply conserve 0.1% of these trees back?
  
  
 

  Do you think it just might help reverse climate change?
  
  
 

  Tap below to find out what this super"" tree is and learn how you can help efforts to preserve and plant these trees for as little as $7 per month.
  
  
 

  https://www.blueplanetecosystem.com/solutions/h2b/",Deforestation,1,Blue Planet Ecosystem,Deforestation,Deforestation
4224852470928760,"We plant trees all over the world. For a small monthly fee we’ll plant trees to:
  - Help slow down climate change
  - Reduce CO2 and other greenhouse gases
  - Replenish our diminishing forests
  - Save wildlife and fisheries
  - Plant 1 tree a month $3
  - 3 trees a month $7
  - 5 trees a month $10",Deforestation,1,Trees To Globe,Deforestation,Deforestation
576270856750197,"The Obama Presidential Center cut down 326 larger mature, legacy trees from 9.3 to 9.9.21. The Women’s Garden is a circle of mud, with no vegetation surviving, including 4 mature legacy trees valued between $30,000-$40,000 apiece that were ripped from the ground. In the next parkway, all the trees are clear cut too, with the athletic field torn up and unusable. We are waiting, in anguish, for the Obama Presidential Center to begin cutting down the 463 trees lining Cornel Drive.
  
  
 

  During this time of rapid climate change, it is necessary to save our trees, especially our older trees. “A sweeping study of forests around the world finds that the older the tree, the greater its potential to store carbon and slow climate change. The 38 researchers from 15 countries found that 97 percent of trees from more than 400 species studied grew more quickly as they aged, thus absorbing more carbon” (Stecker, 2014).
  
  
 

  Save Jackson Park… what’s left of it.",Deforestation,1,Jeannette L Hoyt,Deforestation,Deforestation
593488314965538,"Celebrate Earth Week and enroll in PSE’s Green Power Program, a simple, low-cost option that supports a blend of renewable energy resources and reduces your carbon footprint.",Carbon,1,"PUGET SOUND ENERGY, INC.",Carbon,CustomerBasedAltEnergy
508075440456619,"The cement and concrete industry is committed to achieving carbon neutrality.
  
  
 

  Learn more about our Roadmap and how we plan to combat climate change: shapedbyconcrete.com",Carbon,1,Portland Cement Association,Carbon,Carbon
803115137300986,"Celebrate Earth Week and enroll in PSE’s Carbon Balance program, a simple, low-cost option that reduces your carbon footprint and allows you to be carbon neutral for as little as $6/month.",Carbon,1,"PUGET SOUND ENERGY, INC.",Carbon,Carbon
1350092368795400,"Want to learn more about solar power? From its local impact to solar energy 101, our page will cover all things solar.",CustomerBasedAltEnergy,1,Grant County Solar,CustomerBasedAltEnergy,CustomerBasedAltEnergy
779996229324972,"The future of our air, our public health and our state will depend on carbon-free energy. To learn how nuclear power can help in Alaska, like our page.",CustomerBasedAltEnergy,1,Nuclear Matters,CustomerBasedAltEnergy,AltEnergy
